aadtenantid,intuneaccountid,Number Of Inference Device
b1da1db9-fb95-44d8-a89b-89c078d0ae6e,e764201e-12b3-4da1-8ae2-c8a567b006ac,1
530eb4d8-2b68-4bf4-88c4-05d960b8514d,54870a2d-6d77-44e4-b972-d2a693c1abfe,1
243ebaed-00d0-4690-a7dc-75893b0d9f98,d1e4835b-0708-4055-b73d-ba5c9061ecb8,1
fff7b90c-f4bb-4381-aba0-c6e943ad5197,adcd7538-212f-4113-8e08-f8763fdcd603,1
06363084-c30d-488c-b1cc-6bc879220953,df4231fb-92a6-46e3-bebd-c6886c349d09,1
b9f2ea37-332a-432b-b744-ecfc9763abfd,2c48015c-4590-489d-b287-d1396b1b8cf6,1
fccbe2bf-88de-49c4-af92-1e9500cb29a4,040746ca-0ceb-4956-8089-6190867483df,1
bf6c2a3c-ec1d-4404-9ada-c293bb77e70b,93d520ae-797c-44f1-9ec4-a7d8c9410b43,1
9f3efc26-eea3-45e0-9a33-bdd96bbc7f67,41d40b23-4258-4c41-92d7-181834d2f95b,1
308d2158-f6df-4747-8791-e970657274d5,d82767ad-fbbd-473a-b7c7-5424fb69dd1e,1
8d2e0f4c-55f2-4cb1-8ee7-da5dd3ff3600,9d547d7b-7192-4e91-a28c-c787cfa1bdc2,1
a9e6f079-376b-4f54-becc-920b2862f211,bfc0b83c-0eac-448e-b827-89f607d1d776,1
6ddea3c2-1eef-4326-885e-5ee7aaed62b2,a8e3f516-b2ea-4115-8a46-ffe15ce2c5da,1
bed4da51-3cdb-4d0d-baf8-fb80d53268e3,32dbede5-bc69-4b27-b630-7328ec8d3e0f,1
35595a02-4d6d-44ac-99e1-f9ab4cd872db,0e5abd85-e2bf-4d07-be31-f1b33bb56dfd,2571
8fe05bae-f974-44a4-92c5-1a20a4a10daf,834a0769-bd11-4f2b-ac23-efdf1fc815a1,1376
bc5f3009-5bd3-4402-beb1-6e2eb7c68ff2,57fae3f8-9b49-4bb7-b72f-3c604d21814b,1371
473672ba-cd07-4371-a2ae-788b4c61840e,41b65549-295f-4ee1-be75-adef4a4f9e7d,1295
9e3ee5fe-3a99-45db-ac6e-691e86febef3,a6ebd4d9-8814-4011-afae-c5726524fb66,1045
b914a242-e718-443b-a47c-6b4c649d8c0a,e577c202-5a21-44ef-ba05-6bcccac3836f,395
82a1caf9-4272-4d16-a988-fd09b8d60410,5a6026d2-b938-42cc-8b1d-6ef1f1e15c5b,269
ecd106db-905e-428b-a596-a35a36d07bb0,02eaaeef-4131-4558-a907-60f3fc7cbf0f,243
97eee421-3a2c-4906-9f95-ff2c46bccd3d,e84c2f5b-7294-4b99-97d2-3bc3360d2f0c,239
a5c7d9b1-0835-4cc7-afe2-857ec1d785cf,6832f146-7c31-409c-81cd-5da02b299f6d,231
610bb773-7294-4f01-92fb-7a9450bdf2a7,8e064b70-34e2-45c3-85e4-e8f78533f45c,173
d946c2a8-23e5-4619-aa16-1b8b0242f2bc,075dc1ba-f45d-4265-a484-c5d3b2884745,168
dc2cfa76-be64-41d3-b9c3-ae9975ad9364,3e459543-f60e-4116-91ff-d094430147cd,154
f2d7d6c5-1bee-41ff-9e79-b372a5cce71d,0cc78ab9-18bd-4405-b57a-3ebedff72015,149
0637680a-67ee-4b63-acdf-ac82cfcde5ad,571f99da-6b49-4946-8583-f44d84d21812,132
d79555d1-8adb-46ea-af6c-b6b2a24e4fe7,45133f5b-4034-446c-86a9-4f3a012c0bb1,126
4f9a7d6c-5612-4a47-a615-7a5d447b4f5b,fe8ed6bc-2b53-4e8d-8932-a3befc419a65,120
92042f78-2a58-4407-b076-d7271143bb9b,2e8d0a2e-7b48-4c0e-af0c-b97a3b9cf214,119
b1cc6ef0-cc02-4b18-867b-549f2798bca7,466288ca-5375-407f-96e8-1a6b4336823c,116
930d042f-8145-48e6-871e-7659c17b56da,80993149-3c9d-4122-9d27-183f0a6b6a4b,112
96e5b9ed-5716-4cf3-ac0c-9c12acfa73c3,92be6584-17ef-42db-b7ad-726e8b1279b3,100
882d47f6-50f4-4554-9aa6-43a46416b0f0,b7a66c6c-aa23-4726-a5f4-48b95bcbd374,84
fee1d1cb-9ce1-4e90-953b-4b142dc53942,37f9ef24-ba70-40da-badc-9a25a6c471b2,83
9f9d6315-bfeb-44e0-a998-39eae439fbc8,282928ca-e0b6-4083-a063-d31236969846,78
4a3d9983-e936-4837-9552-9d9126a92eb0,4b20ca99-b369-4b7a-bfcd-84a56d02b5c3,77
2b95cc4c-4de2-4fcd-9f8a-6318b88ad7d3,ab8e1d03-fc71-4c92-975b-d21032dbe785,76
255bd3b3-8412-4e31-a3ec-56916c7ae8c0,17ec203a-0174-4dbb-bd1e-8b487a994d22,73
b8bd6747-9a41-4b5f-b5dc-f3ec863685d3,514b57d0-29ee-48b8-836c-1523ed696dfa,72
5ca2b350-da62-4f54-be6c-ba6e095dc1a8,5c95be4f-2592-46a2-ae6c-730527a611ce,70
c0c7dc89-3ca5-4565-aac6-397d06363c8e,510796bd-58db-4903-8699-e86b5543164e,66
12f1bdca-9eec-45f6-a63e-2061b957e8ee,3d01b513-c51a-4dfe-8b2b-82d80dc740d7,64
1183f0d7-2a4e-466a-9ed5-b995fd63b147,b1ffc0ac-8614-420e-9a22-3635e0e393c5,63
e3cf3c98-a978-465f-8254-9d541eeea73c,1277c050-4ec3-42e9-b888-2103fa0f8853,62
6de51a38-a157-4bc9-ac11-278a1f5f796d,7684e1ee-d4f6-43a9-b4fc-30108c626242,56
df115e11-3b77-4541-a5de-32048dbf29c1,f9d874cd-e053-40cd-ba88-290b53166d10,55
8a6cf78f-ef5b-41d5-b3d3-f2f952598362,f1ca07f8-feb4-4e54-8fbe-0a90f7254073,55
275f47c3-8bd9-4ec0-87c5-026d93bd3369,1de44b9c-7a34-4d07-aa46-4d8cc64225ee,54
fcb2b37b-5da0-466b-9b83-0014b67a7c78,c35b1c09-f9bd-4ad1-87da-7cd9c3cce613,53
e11cbe9c-f680-44b9-9d42-d705f740b888,ae8f7b39-334a-4178-93dc-40de95fa6a2a,49
7bd1398a-dc1a-42b2-95ea-b7eda332ee62,7f36b8b5-a68c-4df8-87fa-17f218ed396c,48
01ed2d03-5dab-4e8c-a53a-05cd42425a3a,afa5e68b-434a-4393-a40f-f1e7bf2ea037,47
1e355c04-e0a4-42ed-8e2d-7351591f0ef1,f2d40d80-cd1c-4a52-9295-a150a647846d,46
657b9944-b074-4932-9358-deb825ccb758,9569038d-4a2b-44b2-b835-d07fa2458740,46
9618ab2e-f7cc-47da-9d3e-f2d703bcbb3d,61487694-06d9-4a75-b5e0-4da06a885755,45
11771686-98fc-4f1b-8e00-76c52159e8a6,3b53384f-9d1c-4de8-9c06-5bc78aa810d8,45
93c1f78b-a7b0-4ebe-a12c-f4a1a787f312,1c9bbff4-3908-437f-b0eb-fff9f859fe92,41
a7f72255-4900-4129-bc34-810dcfa2f551,3022829a-ca34-4d0d-b498-eb0bf0d6ad13,41
42d1c093-e957-4b44-92ee-a2087bd45df9,bfa4b4da-7887-4962-abaf-ca1c6aeb09cd,40
27e2dc8b-1810-4163-aaf3-8185b5e6074c,972432ec-33f5-4205-b63e-fa3bb62e80ea,40
c3cc1901-a176-4e36-acc8-25b019cc46ab,21e5062c-b57d-48d6-be0e-ee1649aeef44,39
f7302c58-e430-4a61-a023-a44483f5e886,ed3e43bc-2178-4cb7-9c34-ce1f9db96476,38
c09ce228-0328-4790-badb-51649a00a51c,1e9f2e39-51a7-42a2-973c-a7eceda41df3,38
0dd66dd6-0730-47ae-b2f3-ba1f625c6192,988590e1-d2da-45d8-9ade-3ef67656deb4,38
c131f5ea-57db-4978-854d-1840c28620e2,a50d4452-225d-42c3-971a-f9e6a4555bb9,37
84eaae47-2c78-468d-ac40-24f4f6d7a9b3,a83a43bb-5e88-4717-821a-ca696033aa9e,36
98731832-40da-4546-9203-f68390800051,7d266028-2b01-4ffc-a9c2-72631f629e3d,34
120a0b01-6d2a-4b3c-90c9-09366b19f4f7,2bf5ffc7-4dc5-47d3-8d8b-9e0283c9d63b,33
0681eb07-0227-4023-8bd4-763cbca4f96c,06c8ecc1-2aca-45e3-b03d-6fc34e079969,33
79433f48-c36b-4606-8d99-886de32341af,cc53a81a-f1bc-4dde-be19-e9c1b025b7c7,31
bfa2632f-99e1-4088-a16c-21c08ca1b899,c9d69392-f0e1-43e7-aa8c-6fe779bf1092,30
4eba7b42-fad5-4758-9369-ca34ee4e345f,3be9f56e-6458-4021-bc8c-0523e54ab51a,29
c68226ab-f599-41d1-8a2b-b7cf38b64057,66d03df2-958a-43a0-aa35-fc5054266c61,29
68485601-fbbc-47c6-b156-3e1a7e0a4434,282baa14-0630-4ae4-a1ce-7368d9b458d4,29
bab5b22c-d82b-452e-9cad-04f9708f4bbd,069af07c-0324-473e-82a4-7d282cb7a9b9,29
a6238551-92a6-4d9a-90fa-3f16b12dc7c3,c3c40215-325c-4f49-a7a8-79d707e9be5c,28
9a65511e-f3a8-4bbf-b0cd-96adb22b2c17,b388e34e-6364-4031-b83e-54368300774b,28
07e9b6a4-6e9d-457b-9e98-836a65fbc09a,8c72f10e-6a81-4c64-b8d5-cf4b5f8b1ec7,28
cdb92fa3-e5c6-4c8f-81aa-087c32facf1a,49b60ce2-109a-462d-ad99-602b0b39aa60,27
b1852f04-3965-4cf0-a9b8-603a8a9d6441,36b9ed24-9b4b-47ff-91f7-28a7beb2f550,27
6ee0d2f5-899d-48c8-b2a3-33061f5665bc,055c424a-63c5-47f1-8ab1-da2c0e0394e4,27
2092cabc-a338-4448-94f4-c476ae5210ec,b3498051-c01c-4fa0-b469-82fef9353ca6,26
54844b88-61b9-46ef-88af-cae5bd8a7087,e60b56e0-76d4-4cf6-9bdf-966fd764cccf,26
cf277248-fb60-42be-b7db-4d47c7ef1749,eb40bd2f-c6a5-4495-bfed-ca2d38dc99c2,26
59b188f8-e21d-4e87-a1e4-83504fda686e,e11e5070-e9e4-45b3-9e37-e0a2c6d0ab00,26
d7c662c2-f4d0-444d-a6ca-7a77389668ce,f5a55d5d-8b6b-475d-9191-cc730558cadf,26
f4a12867-922d-4b9d-bb85-9ee7898512a0,5dfd2d73-6b53-4705-b761-d49413e13c22,26
69dc6d6d-a902-48ee-879f-01232204b353,e6bb1d18-7326-4350-a960-10499bd786e2,26
01a581f9-075b-4780-ac46-792e45922d1e,d443f2e4-6b2b-4d94-995e-41d13f2a51fd,25
3550cb80-eb2c-4098-8900-aa1b522bf97b,ec91b824-5df0-4886-a945-68334b8a3da4,25
1380de4d-c774-4ce1-9564-89c1bc72decb,03bc4cf8-f058-4fdc-8527-319d2507941e,24
74194730-0981-4bc5-9267-dfa4ecb0d0b2,d2c720d2-82b9-41d1-a23d-c8886cfe2155,24
0acb86b1-bb4d-4e54-a6d7-0ecb7b5e978b,0f58c440-c6da-45ee-bd2b-b66691b6f45d,24
587b6ea1-3db9-4fe1-a9d7-85d4c64ce5cc,fb943c9f-7fb9-4b5e-b4be-efdc29c84ac6,24
bce99f6b-3bfb-48a6-971e-04592382dafa,f58f6dbc-a341-494f-a9ab-6dd10d1810d3,24
8b279c2c-479d-4b14-8903-efe33db3d877,1f2c59b9-3406-4add-81e2-e7b608232981,24
88b720d7-40a1-413d-a965-13a8ef6caca8,d64465fb-395c-4b8b-8d62-b71f1bf33edb,24
d43a1463-07f7-4270-980f-2bd808e241a1,31a9323e-921a-4f64-b8b5-7c4e3fbaab72,23
08a02467-3604-46e9-b818-6be676cf015b,ed533a4b-7704-475c-b71c-ab0277d19e35,23
5df47d8c-84a2-43f5-8004-55c1b72228f8,4fb4e8cc-432a-4cab-924b-7a278f14278e,23
094eb5d6-cb1c-4e6c-88b9-9c611afa4bca,a80a2c97-a331-47f0-9fe2-3e8a027e4e7d,22
2c8542a5-54bc-40e8-ba34-565825c903cf,0a673133-2a29-4a23-b99e-28de03aa7eb2,21
5b973f99-77df-4beb-b27d-aa0c70b8482c,ce7b18ef-4ebe-47ef-ad13-9619473bd0cc,21
6f426a89-48ee-415a-9ac6-51bdd6d66b36,9f4e83af-8978-4fe1-8a16-5080e1e1d32a,21
2598639a-d083-492d-bdbe-f1dd8066b03a,178a17c1-acd9-4410-a90d-30a564dfdb7d,21
11e49def-d3a1-4dfd-9a41-fd356447302b,d21e8d11-7c2b-4d3b-98de-2e674f1c7c77,20
18ed93f5-e470-4996-b0ef-9554af985d50,600cd0b7-7cc8-4275-8140-6ad6908faf04,20
b4343ed3-1186-476f-906c-4795ce141c84,b253116e-39ce-4616-b579-b73971be6cfb,20
f33bddef-115a-44cb-924f-96a756b8edb8,df61ca5f-a684-406c-8f95-fc86d11cf715,20
bb5218a8-148a-433a-a5cd-480753581e9e,f1033643-de09-423a-bf5c-0d43b2854e8f,20
a1de1deb-3bc2-4750-805b-84eca8002e07,886f32cf-56e4-4444-97b7-c04788f80b2a,19
c7a71c33-41de-4629-bb13-8c4bb50b547e,bdea0f21-18a1-4372-a021-9229db8d0aef,19
5af31f83-7109-42bf-967b-e9c7fca2d072,7c496fec-8c7c-466a-bb2a-914e998bea1d,19
413eb594-a72a-4012-b486-77df5a7d81cc,8eb60608-b75b-4785-9f46-2d23e7714629,19
a846a987-8fbf-4b5d-833e-9f88c98d4791,1b7db534-cb42-443f-b8d1-40cf56bbc3b1,19
b49a487e-e8cd-4a60-bb67-dbc873b156d7,72cbf1be-9047-4af9-8ced-0dc4d1fab6ae,19
37cf0ce8-ac09-4e7d-9ff2-f1da44914b3e,abbc79ca-99d6-476c-81e1-370af74679e0,19
a8c8e680-5bca-424f-b470-99176f6d5e49,5d4cceb6-effb-4913-846d-1081cfccf384,19
db19552f-c819-49af-96c9-1e5a389ebe4d,5f4e7d55-d88c-426a-a316-09881c9633a1,19
af004610-d199-44e3-8d2b-102eb6ad911a,bb57b052-c9f4-4e18-89e1-c812aa25288c,19
697f104b-d7cb-48c8-ac9f-bd87105bafdc,01004346-f802-4ffa-96b4-0097fd03cd3c,18
8ed2155f-6979-4faf-9ba0-3b48b6313b84,a7f7826b-4be9-4253-946c-deb4a0c39ec2,18
25fe893f-41f8-49f9-9c08-e96d08d4cbfe,ee093fb3-37af-4e18-b8f4-13dae33bf772,18
f15b6a90-6f59-439d-8370-34af4fce2512,8c9466a4-7884-402d-a3bc-dc650493892c,18
670d3eb2-290a-4139-8629-aa0743210701,e50ece2c-9b60-45f6-818f-53e772df1a22,17
fb0af7d1-8a83-48bc-8d2d-cd92034c79d4,d514950a-d721-4458-a5bb-117aec798963,17
3abcacd8-f382-43ae-b4d5-8d3a48e031ea,9f2e2d87-df20-496f-9ad2-d05cd56a9139,17
f761680c-0582-4825-b245-62c1d05b6b3a,ca3deeb8-152f-4808-8890-1a8a2242842d,16
d9abbd62-6fd5-4aae-bc4e-1c641e149479,89fb2651-8116-4050-918c-65fe73f43a86,16
33cd2546-e18c-4f09-9910-a59d51d6e75a,3e15d8a7-c142-47d0-99b3-bdcc075f7d35,16
ce997abc-63d9-4ed5-b0b1-bad23a22bb82,63a9eb89-0702-4aa4-befd-f11990297576,16
dc5c35ed-5102-4908-9a31-244d3e0134c6,df13e172-4ae7-4344-af3e-386dd930ade7,16
b7cae9b5-b3cc-46e4-b089-b09e3c425e14,683c3684-8a91-41c0-a359-e1fa409064a5,15
18695094-d2f2-4863-a66f-ba0423184541,7e19c643-b32b-49e8-bf3f-eae929e9b43f,15
95cca645-4c0c-4a30-ab60-9cd679a530c1,51cbaacb-9b2c-440e-8e29-c96efd38414c,15
a32fdcdb-0f2a-4283-942b-6024f18045a8,6160ec9a-6a0b-4ea3-bc69-b4a458a1cb70,15
5cc6c66d-ffb2-469f-9385-cda840e57836,78f213ca-9b46-4ba5-b514-7c0c24c068bf,15
d2bd9005-3590-4739-b312-6470867c853a,6e7aa308-3c51-4fe9-9c75-5da4a20cc3b4,15
209a8efd-4a47-4b08-8f7b-c992ae69f530,c616b8e5-37c9-4094-97f9-d7742a352858,15
8d3eaf00-28b8-4186-8399-1a9decdd8096,da199dfe-dbfe-4f28-b223-9941f150e992,14
0c92d36a-ee71-4921-b4e9-a6490edf18d6,1db2a865-e41d-4c3f-926a-dc7dc2b2ae88,14
fbb85d4b-b9cc-445f-8b90-a2ea555b2841,83b20088-ce85-4e3c-838a-22288c5afff9,14
d67853c3-db96-4dac-a37b-f2bfb12b42d1,a456ed07-b777-4c24-804a-4fc040bccf24,14
0e603135-2ea1-4694-89f4-5c1e8703c2d4,c5efacbe-5202-4546-902c-6a411a207010,14
032db755-f654-431f-b296-93a1c87ad75d,c63856a3-f105-45f7-a5f4-5f77040116ce,14
a83e59fd-ffeb-4c36-b9ed-2a8b61eac6d9,9c6448c3-42b5-4abe-9714-1e8abfdad7f5,14
02d403c2-d099-49b9-8267-490bb5cd523b,e142705f-a0ad-4511-94ad-2bb45253ce9f,13
06f51a9a-eec4-448b-aa74-8ee9fded7b26,227a716c-ebe5-4d16-b285-6eb7fd45f4fa,13
b184a161-f538-4cbf-a403-d3266740960c,582db744-8ad7-4cbe-987d-63984fae5ab3,13
5bf5516c-df4d-4519-88da-4c39caba94ac,f6e49557-3377-44f3-9fde-a4945acd0b97,13
8282e44b-86f9-48d2-b825-60ec6fbbe9a4,b3b9a152-6702-41ed-8ce2-077c19cbba99,13
ad12c024-e320-4b19-aa0b-b0c36c136e70,025ec8af-2baf-42c8-9fe3-b176f59efd3c,13
94463a21-cc11-4982-a850-0c08581471f4,8b6c80e2-c112-43c6-8f77-c008417f9066,13
a1104cac-3f3e-4e9d-a251-a93724b1727b,787b3af8-a3a2-48ab-a498-2b5cb854f27c,13
d4869fc1-3058-4394-a920-d2d7e1e3abf3,8ffd0948-8967-48ad-8892-511b454f88fe,13
9795d848-c8de-4eb3-aee6-de7eb37b1637,b7e9aab6-e625-48a4-985f-59ff8474b508,13
11c661ce-9ee5-47c0-8783-a37575abfacf,ff719611-6c76-40a6-9b61-61e27487496a,13
4532deee-c4ed-44d7-88c6-79ffa513472c,b1765302-bd07-43c8-b4cf-4be56e7ca6fb,12
a95cda62-ddfe-4ce0-9d95-69764976c171,dbd7cf07-c5cb-4c4c-8a43-defd521dfecf,12
f8ba2c23-a403-423b-ba39-f7883c211637,2932c010-25dd-4de8-90ee-9c0aa35d3f0a,12
01ce0cdd-8aae-4965-bf75-f035a08d93c5,187adad8-c0d9-4033-8b90-ad833fcf1e83,12
957f82e1-e96b-48b1-8243-9d60f7a9628c,c721d657-0cca-479e-8eaa-3b83a071b610,12
0f4b4464-5743-4f40-b3a6-fa3ca6b04f30,1275dd27-7384-4bb1-88e2-383ec30c96f5,12
62c9e02b-176b-4830-a770-7df429331384,e813f56d-d6ff-4b85-940b-14262a618352,12
9ffa06a1-40d6-4020-9eec-2a3537fea5e3,ee5e68bb-b50a-42a5-8942-8cfca2591a21,12
dba5380c-8e24-4364-8b10-7e2217cdcf6a,3f9dc660-a7de-4bb9-9bb1-20be33bd1bcd,12
7cac65b6-c4ba-4438-bde7-da660c9fa825,80135b84-4178-48f8-bade-a3d7bae47f86,11
f133d8b4-6932-4544-a544-0ac014bd41dc,52fb607d-b405-4ff6-975e-fda5a6ca5479,11
aa42167d-6f8d-45ce-b655-d245ef97da66,3e31bd0b-492d-444e-8efa-f48da8ccaeda,11
58ca266d-2a25-4ce9-8729-6c2695f57014,e82704fc-4af6-414d-8c41-b865c7cec011,11
0b377792-25db-4adf-ad87-5239cc6b60d8,0f1a00ab-32fc-488a-90a3-3742fb3de71b,11
041eede1-0ca4-4a99-9cc1-29f9d4455e89,e9e66bc2-7ecb-4525-8e7a-688374cb2bdc,11
aa46828e-5b60-4cd8-9381-3cc954ed9156,16c89ce8-34f1-4704-b603-d61d8e69e53d,11
5cc7bcdc-bb31-46f8-a223-d4ab349711d6,ac77590a-9316-4d77-a486-5c79fb12e8d4,11
2a185271-160e-4f83-bc48-de23e86ed4ea,a058d683-d616-4a9e-8f58-e60f17e49b1c,11
2f57b6c4-17e4-4965-ac1a-85ccccbe6c4a,4011dba8-46c4-4477-b92c-3be422fcd6d2,11
55891909-5a59-411d-8b99-bbe178578dfb,2fa0db34-30f0-4df1-a897-e1def9857f39,11
ee920d54-46e4-4e1e-aa99-6d010a689325,72563f16-7f45-4eac-b8bb-975cbab11678,11
ebafaa58-cc30-4813-b10e-acd8addc643b,71a86039-2172-495b-b2cb-7648b4c2c383,11
24d9f80e-4608-4ecd-9a1f-1c5de98cfee6,f74aa35c-1226-4a1b-ad5d-509bfca423ff,11
b0c21462-0987-4d82-b97d-163d2caa3e63,e0916f94-7876-4477-b248-f0a246755015,10
b4377ef1-c046-4443-9d44-349c6e4902fa,02710d81-538a-439d-969d-8120cdb97203,10
cb342146-7965-425e-83ab-88f8ecb99e0d,64d662c0-b88e-41c5-a9c5-5e02ef9e3041,10
d04b657b-583d-4ed5-b8de-5f9872dd7d41,5623210b-50ec-4571-8fe2-6a1a8c392b45,10
60b980e8-3394-4f90-9762-c6722d500238,8a5c8e4a-2f84-44a8-a3c2-cf8c34053012,10
540e01f8-335d-43ec-b511-d1c2789763e4,aeaf7900-8996-4d41-9711-354cecbd0226,10
5442ad35-e3c2-4ad7-ad38-e30286b48083,6556b9c4-737a-42d8-8f39-ef13318fbc5b,10
43d35846-3d09-4590-9d3c-2f7f53688356,f15800ee-8dc8-4d10-93f6-2f2a333df5d4,10
38830a15-7d30-48fb-9e38-459d66244d43,252f9c78-7847-4b05-80cd-d15efb23ea54,10
e6d255d9-7bfe-42f2-a01e-09634cc3a03b,22150ddb-e154-4b9a-807f-d2d606b0355b,10
ea97be64-0152-4d22-b4a2-ef2bf0aa9668,82f2b2cd-0bf7-4aa8-b94c-914923c0a6a3,10
5a783410-682d-4564-b908-bb78d5afb2fe,63a80e6b-7fc3-4d9d-8b51-24ae2e453d21,10
cf64107d-d166-42fc-a7d6-9e68cd71674d,c9aceb2a-852a-48eb-a211-e039ff413cd6,10
33733f45-cfce-4d1e-9d17-4adfad5af331,33473252-77e3-4ee8-8d58-4feb9ef0d148,10
b765da8d-4a65-474c-a769-bd311caeb499,a374b7b0-cef0-4aab-86bd-c1bcb4ce517b,10
9f8c4106-df93-404f-a2d1-ebbc2590170f,a2b91365-7832-4506-8c2e-e029d87e7108,10
e6f51813-fc80-4326-8676-05ca09c823a2,edb8bd18-9189-4512-b53c-c751994af1f5,10
4f6e0c91-1605-4a35-ad18-a81295c8fc62,cacac828-0ad4-4bc1-aa57-023d183d385c,10
6f9c9947-3a32-45de-834e-3b44abdccf0c,2fa721b3-b988-4282-aac5-56362e4c01f6,10
f743a0cf-c031-4e59-9bdf-9b0bbbaddedc,49e94a8a-c8d3-4e90-b654-bc4ee4ddf294,10
30dbac80-8255-45e8-9386-8e69e0598fc7,519a81ed-6b1b-405f-b8ed-fdf4b087659d,10
b96bbba0-6d5a-4aa1-8126-09c43835a3f7,8d4377c4-8775-4d0f-99ac-457728fb93a0,10
98f5e226-5e7d-46b4-9d7b-5661ac5e85e6,4102cd88-c5b8-46c3-81aa-7c2d46c4a168,10
91a30855-a777-43a6-8fad-66854b9a4d1b,a3110895-ec0a-4c14-b18b-f010f5a4358b,10
dea52028-4e4b-48c1-9e70-3cb4e5bb3e96,246637e9-ff74-43da-b09f-7ec2a1520877,10
a18ccadc-b0cd-4198-95b8-85be153ed5a6,0004f052-4bca-422c-b54f-70c3cc0c43bd,10
a453ef8d-c7d0-4846-8228-3a36f1cfed6a,d98ca772-fe5a-4320-8989-ee4debfe16f5,9
b4914151-f1a6-4857-8f45-eec9783e20d2,131dbe33-41e8-4c62-a7f3-15b3bee30223,9
0462d9de-0f7c-4d81-8367-8bbd13ab7c1d,8d5e1b67-e44e-4291-9276-b6be1935f9d6,9
17ea2d04-884c-49b2-8102-f5ed9622cffc,6e2fd779-d5d4-4757-8ee9-06868026f99d,9
992d714a-338a-474e-8506-bfec997dd1c0,15b142d5-66f4-4b27-b3aa-1babcae961bf,9
f5ed600a-ab92-41e9-a786-7a26af45f38c,9571b3aa-2d7c-4017-8214-79601b15c665,9
704ebaf4-a027-4fb2-88fc-b9826de49368,c83f02bd-e3e1-4bbf-b56a-9af3887f6844,9
6828b65f-8975-4efb-94df-9280251bfc9c,d6686bc1-6f9e-478a-ad14-3c3004f4239c,9
61ba9b11-04a1-422b-bb08-88b9f7b211eb,7623c440-9bde-411d-805d-088e5df06da3,9
9ecbd628-0072-405d-8567-32c6750b0d3e,80eba268-d358-4a4b-a59a-7170e0fcfd3a,9
ecab040c-8008-4820-84d9-7ee8ef985f75,c9e11f99-dea3-405e-86de-fe654b9c0d73,9
0ab2924b-262c-4efe-ab77-4773efc48f79,5a04c91b-bda6-44bc-8216-33d469d0aa20,9
b0ab8ae4-77f9-4747-bf4a-790c6484695d,75b29726-c171-4ce8-98cd-207fcce6b79c,9
0dba6fac-6971-48f3-9af1-d8a86d20e1ed,7320dc53-ec8b-42b0-8245-fd857737fa95,8
19cb3c1e-de20-484a-8c7e-0f961c4a491d,6460438b-0d14-4679-9d68-c81da92807b2,8
5a399f59-4fb0-4c58-b63e-f94bfc24371c,139c0ab6-9f5f-438c-8aa5-3ba6e3eb8008,8
918fa8a8-14dd-4a23-a737-dfdc39cdc694,c94149d3-d4a0-4b40-b4a1-6b963e7aa298,8
a4b97f47-0718-4fa5-8e95-ef32e4593ede,aa19d6cb-265a-4818-ab6e-69b2ca29761c,8
bcb26daf-5fff-44ba-982f-6e029be069b1,7cc8f922-38e9-4647-a29f-bc368fc211a9,8
39940479-8377-4039-a635-8e0fa9f4ee9b,ed9b537d-f8a5-4eca-879a-1b5083a3e8db,8
617dc8fb-8f68-4abc-94f8-7c087ea89c7f,d7a27615-4b0a-4c56-a634-cabfa55b8a43,8
fb1d8c31-ead4-4bf9-bf7a-58ee380e45a5,a4e0324a-6bce-4ee3-854a-f4ecb7d2938f,8
a4e2421a-aaf2-49a3-8dab-2b29bb219aa3,779eac7b-30fd-423f-8bd0-9dab711063db,8
5a4a1b0a-108e-4a1d-a5d3-4195d8f55bb0,a793e619-309c-4173-a8fd-53e974784a62,8
a01b3b4a-1448-4fe9-b967-00927abe0460,d2610f49-fc32-4ef0-a538-5f8812b02fc7,8
d8c54a43-aece-4cf1-be99-a5d1952480d6,9df3c3f9-922a-4ccb-a892-e693c04db139,8
8cb09124-b2c7-4dab-89ab-b3781aa4e809,9e20d73b-deab-474c-ae19-019b019f08a5,8
fbe05639-1dac-4eec-bcfb-db00743d3e24,d642e579-d92a-4c99-8c99-718d78bd04c7,8
cca55c83-6a45-425b-a4b4-2e74dedce953,cd82c201-e1d3-40dd-8832-bab6c486c067,8
769058ab-4487-418f-8b6c-f4b48243edd7,4f9bd709-59ae-44d1-8ba3-3faebbadcc8a,8
51f3db70-4090-43e1-a604-871130ad4fad,152c4c59-e987-4aaf-9aaf-38ebdf443405,8
81a1afcb-afff-4d1e-8ee6-9f05e35c37e6,338cbca9-42f8-4a0f-b64a-fbc9f94e80fe,7
de8ea413-1a9d-4b85-8afb-657488cd2179,567d9b40-c327-40c9-ab24-54456b44618e,7
5aede2f5-67f6-464b-bf9c-75409b9dfdf7,ed4e4017-d9c9-4bd1-9abf-2eb53d8fadcb,7
87e33733-fa4f-468c-95a7-612e0a5dba68,fe463bac-5493-4201-9679-23c67c85ff49,7
21d8b545-29cc-4657-b0ff-ec62322866cf,f493885d-aaf3-45e6-b89b-7d1cd80af67e,7
868aa1a4-0306-4830-8ef8-ff9c2485c14f,e7aa348f-2383-419f-87b0-f03cd701ec37,7
d5dfa732-4450-4094-a0f9-50bd719272da,5931a274-3781-42f8-a062-fb8baa3ca278,7
8288fdf2-0e8b-47a6-abbb-004395ecab56,23334948-c9d0-4711-bca3-7670b1b6d7a1,7
